Geneid	Trspfl_RNA_1	control_RPF_1	Trspfl_RPF_2	control_RPF_2	Trspfl_RNA_2	Trspfl_RPF_1	control_RNA_1	control_RNA_2
Itgb3	62	16	31	16	66	31	38	29
Zkscan3	653	124	224	117	670	154	335	430
Ripk4	97	31	66	32	128	31	92	96
Pde1a	19	2	3	2	19	3	15	17
Enpp4	237	61	43	45	180	53	156	191
Gimap8	59	28	36	12	74	23	43	46
Igsf1	63	0	0	0	46	1	40	46
Fbf1	49	5	12	2	69	5	74	40
Atraid	993	226	283	167	923	182	680	880
Dock9	219	52	123	44	232	85	135	149
Wdr76	59	19	35	12	48	21	24	20
Crtac1	0	0	1	0	0	0	0	0
Paqr7	729	289	189	92	655	146	674	534
Phf23	290	51	69	48	327	56	155	212
Ms4a8a	18	2	4	4	10	3	4	15
Olfr1053	0	0	0	0	0	0	0	0
Tpm1	716	121	301	80	774	183	301	410
Gramd4	123	9	14	12	117	9	109	83
Polk	118	19	61	24	106	34	88	84
Syne1	416	215	374	169	438	258	286	260
Dbi	7758	4988	4700	4703	8293	4180	6253	9731
Daxx	299	40	76	46	298	64	156	184
Cyp1a1	45	9	25	10	39	15	30	30
Cyp11b2	0	0	0	0	1	0	0	0
Cyp46a1	12	4	3	5	12	2	19	12
Oog3	0	0	0	0	0	0	0	0
Eif4ebp3	1648	113	377	97	1057	325	302	453
Mprip	1392	98	118	61	1221	96	810	999
Grin3a	1	0	0	0	0	0	0	0
Epc1	281	23	40	29	263	33	172	260
Dnm1l	739	177	303	173	622	270	457	511
Exoc3l4	26	1	3	1	26	1	8	14
Ccdc121	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0
Klk1	68	1	6	1	1	113	1	1
Rfc1	439	103	206	108	374	163	246	329
Rbp4	48222	31991	24290	20799	46377	16515	44829	53375
Rbp1	179	67	140	59	276	73	103	185
Gm1553	0	0	0	0	0	0	0	0
Esp16	0	0	0	0	0	0	0	0
Zfp850	9	0	1	0	6	2	5	7
Tnip1	185	33	80	18	204	47	83	86
Smarcd1	61	17	27	6	79	7	71	72
Lpcat1	51	11	15	4	50	10	49	39
Dnm1	1	1	3	1	2	2	0	0
Secisbp2l	956	270	374	209	870	291	613	712
Rragd	26	2	1	1	39	5	22	19
Lrp8	4	0	0	0	1	1	1	1
Hsf4	108	20	45	15	118	22	61	59
Ampd3	10	3	8	5	20	3	21	19
Mgst2	17	0	6	1	14	5	0	1
Sh3bp1	18	6	15	3	22	4	13	13
Usf1	201	9	25	17	229	14	151	171
Wdr44	63	52	83	40	88	58	58	61
Adamts10	69	0	2	0	68	2	44	38
Col26a1	0	0	1	1	0	0	0	0
C2cd6	0	0	0	0	0	0	0	0
Itpa	207	95	14	20	207	19	126	125
Gm2026	0	0	0	0	0	0	0	0
Rint1	375	198	245	116	358	192	259	278
Vasp	197	30	59	33	164	39	102	140
Pla2g4a	46	14	40	16	49	25	30	35
Igfbp7	1204	577	620	307	1367	403	723	797
Gdf5	0	0	0	0	0	0	0	0
Rgl2	182	14	13	5	189	9	97	112
Ptpra	557	45	89	47	588	85	329	380
Rabggta	385	218	209	106	422	143	266	313
Ccdc186	282	58	116	85	219	114	203	237
Slc16a11	77	14	20	14	87	9	74	101
Timm10b	569	277	247	133	640	190	369	461
Arvcf	780	34	45	31	546	43	442	472
Syt8	0	0	0	0	0	0	0	0
Kcnj15	10	1	1	0	6	1	4	2
Palld	805	756	883	464	801	502	582	652
Csde1	3546	769	1339	723	2806	1060	2000	2696
Dctn6	263	62	99	41	278	87	132	218
Slc26a1	2076	1221	1516	723	2246	935	1426	1518
Fgd4	273	56	99	69	280	74	210	269
Tpk1	373	82	153	79	359	128	220	241
Mgme1	183	20	53	20	168	48	93	127
St7	87	38	24	21	77	26	71	85
Azin2	16	1	4	0	30	0	11	12
Rgs21	0	0	0	0	0	0	0	0
Ddit3	69	1	1	2	74	1	54	83
Ltbp1	30	22	34	8	18	30	29	27
Cc2d2a	48	5	41	6	79	31	12	27
Dmp1	0	0	0	0	0	0	0	0
Gpr135	30	0	1	0	32	0	11	12
Ffar4	8	0	2	0	3	0	0	0
Aida	75	0	1	0	70	1	34	53
Homer3	22	1	4	3	23	6	10	17
Hint3	517	195	271	133	492	178	243	348
Etfdh	6192	1815	2195	1659	5764	1845	3987	5601
Alg6	223	28	59	34	206	49	147	131
Slc44a5	0	0	0	0	0	0	0	0
Tspan2	29	5	7	2	24	1	22	20
Rufy3	605	183	276	204	664	192	437	611
Als2	1008	427	381	309	897	295	1003	1014
Vgll1	0	0	0	0	0	0	0	0
Nus1	1071	96	120	43	1005	68	739	888
Cttnbp2nl	67	16	32	15	86	23	47	46
Adamts18	0	2	0	0	0	0	0	0
Il19	0	0	0	0	0	0	0	0
Asb18	0	0	2	0	0	0	0	0
Mettl18	77	9	13	8	82	12	27	47
Zfp819	0	0	0	0	0	0	0	0
Tm4sf1	367	57	67	36	388	40	135	172
Ubap1	1054	92	232	93	932	222	406	540
A730008H23Rik	1	0	0	0	0	0	0	0
Iqch	3	1	1	1	1	0	1	0
Retreg1	2227	269	571	352	1876	430	1040	1859
Fhl1	123	24	52	33	102	41	64	108
Npbwr1	0	0	0	0	0	0	0	0
Hnrnpf	130	5	26	6	149	3	73	105
Sfxn4	3	0	2	0	6	0	2	3
Sfxn3	23	3	7	9	17	5	4	9
2310057N15Rik	0	0	0	0	0	0	0	0
Camsap2	317	62	124	56	276	100	202	288
A930033H14Rik	11	0	0	0	4	0	6	17
Psmc5	1789	1005	1223	579	1889	818	1115	1354
Fli1	67	9	38	18	63	14	35	45
Peg12	3	0	0	0	0	1	4	1
Mlip	0	0	0	0	0	0	0	0
Ptx4	0	0	0	0	0	0	0	0
Cldn10	0	0	0	0	1	1	0	0
Rad18	34	7	11	9	20	10	19	15
Mrpl53	545	95	120	54	519	61	316	431
Tspan11	1	0	0	0	0	0	0	0
H2al2a	0	0	0	0	0	0	0	0
Nadsyn1	471	126	240	128	478	187	250	343
Trim42	0	0	0	0	0	0	0	0
Lrrc40	270	60	136	45	221	97	148	176
Spag16	0	0	0	0	0	0	0	0
Gvin1	0	0	0	0	0	0	0	0
Hmx1	0	0	0	0	0	0	0	0
Cxcl11	18	0	0	0	20	1	7	10
Pdcd4	1582	1240	1851	1326	1274	1580	1231	1502
Pik3c2g	73	10	11	5	67	4	32	59
Krtap4-9	0	0	0	0	0	0	0	0
Zeb2	188	37	74	28	196	82	137	183
BC031181	1244	149	206	136	1294	223	597	884
Scrt2	0	0	0	0	0	0	0	0
Cyp39a1	1577	418	1193	364	1590	807	538	693
Rpap3	145	34	125	45	176	91	79	94
Iltifb	0	0	0	0	0	0	0	0
Pmfbp1	5	0	0	0	7	0	6	10
Armcx3	9	0	1	1	25	0	6	11
Ccdc153	0	0	0	0	0	0	0	0
Lama1	92	130	120	88	86	100	66	79
Fanca	6	3	3	2	7	1	3	2
Naa30	370	63	94	65	353	63	245	360
Ovch2	0	0	0	0	0	0	0	0
Nkg7	14	1	2	1	22	3	4	10
Rap1gap	93	4	5	2	63	3	27	45
Chchd6	90	12	32	4	92	16	46	45
Olfr78	1	0	0	0	0	0	0	0
Zfp57	9	0	2	0	11	0	3	4
Rapgef4	3563	771	1113	779	2763	1024	2306	3026
Zbed4	2	0	0	0	2	0	3	4
Gtf2h3	347	84	85	61	361	85	231	215
Fcgrt	3465	750	937	607	3538	682	2060	2469
Mapk1	2021	565	878	542	1797	691	1353	1619
Ahcyl1	1717	431	795	441	1507	580	1036	1434
Cox7b2	0	0	0	0	0	0	0	0
Rgs17	2	0	0	0	0	0	0	0
Mzf1	3	0	0	0	4	1	5	3
Cdk2ap1	36	0	0	0	17	0	19	27
Adam34	0	0	0	0	0	0	0	0
Srcin1	2	1	0	0	4	0	1	2
Nphs1	3	0	0	0	0	0	0	0
Tsnaxip1	0	0	0	0	1	0	1	0
Phyh	25606	16681	15950	12995	24789	13956	19569	25824
Vdac1	2876	783	2001	1046	3230	1615	1509	1948
Grb2	482	57	102	59	449	75	284	389
Pax7	0	0	0	0	0	0	0	0
Elane	2	0	0	1	1	2	0	0
Zcchc18	1	0	1	0	1	0	1	2
Smarcd3	11	3	3	2	9	6	8	5
Khdc3	1	0	1	1	0	0	0	1
Rab5a	498	205	263	134	501	179	381	459
Slc25a23	3249	132	141	72	3125	122	1761	2046
Olfr15	0	0	0	0	0	0	0	0
Cd68	59	35	55	36	73	32	39	58
Sh3kbp1	29	4	15	10	47	13	13	15
Pan3	248	21	53	30	196	44	145	177
4930550C14Rik	0	0	0	1	0	0	0	0
Cobll1	845	339	718	421	647	618	454	766
Tmsb15a	0	0	0	0	0	0	0	0
Prl3c1	0	0	0	0	0	0	0	0
Dguok	188	65	127	63	233	86	130	150
Rpl3	169	2	12	4	113	1	105	122
Cntn6	1	0	1	0	0	0	0	0
Ap1ar	419	13	33	15	459	20	275	380
Barhl1	4	0	0	0	0	0	3	3
Fmn2	8	0	1	1	6	0	9	16
Srfbp1	121	23	52	27	150	54	56	74
Actrt2	0	0	0	0	0	0	0	0
Ccdc30	28	12	6	5	51	3	12	47
Myl12a	618	138	320	154	692	216	370	559
Stard3nl	170	15	20	4	193	16	128	99
Xaf1	83	12	49	18	53	22	20	52
Kansl2	131	2	2	3	128	3	67	98
Otub1	470	386	554	289	452	388	289	364
C2cd5	106	10	14	10	74	14	80	66
Capza1	18	4	2	0	9	1	10	21
Asap1	222	37	86	40	228	77	138	178
Alyref	287	105	153	103	278	113	153	182
Prkacb	770	289	428	258	699	375	501	613
Scyl2	553	208	294	151	489	222	345	424
Rgs19	19	1	5	6	14	3	20	22
Ctbp1	941	74	110	57	921	81	575	628
Txndc16	104	14	35	13	107	19	40	50
Oxt	0	0	0	0	0	0	2	1
Mfap2	0	2	1	0	3	0	0	0
Strit1	0	0	0	0	0	0	0	0
Ncor2	392	150	195	111	358	131	279	311
Slxl1	0	0	0	0	0	0	0	0
Avpr1b	1	0	0	0	1	0	0	0
Fam229a	0	0	0	0	0	0	0	0
Skint3	1	0	0	0	2	0	0	2
Ckm	3	0	1	0	1	0	0	0
Ncan	0	0	0	0	0	0	0	0
Ablim2	24	7	11	4	24	7	13	10
Fgf1	1560	67	150	79	1373	100	926	1140
Armt1	306	64	139	58	332	102	191	231
Ncbp3	259	65	100	64	284	82	136	173
Slc15a3	78	24	27	11	84	23	61	55
Ccnc	452	94	120	67	409	100	284	341
Atp2a3	8	5	4	2	14	4	15	9
2810004N23Rik	484	49	160	113	478	174	275	342
Rwdd1	228	7	16	9	268	17	125	170
Grtp1	547	99	88	62	506	66	393	368
Podxl	91	40	37	21	88	29	88	74
Zfp617	70	5	11	11	54	16	30	44
C1ql1	0	0	0	0	0	1	0	0
Bpnt1	1100	239	517	244	1047	369	566	658
Ube3a	1215	283	600	340	1070	485	751	929
Ubb	732	104	108	72	1038	113	491	530
Tyr	0	0	0	0	0	0	0	0
Nob1	189	35	71	34	193	34	132	128
Med21	384	74	75	50	323	45	256	318
Sostdc1	0	0	0	0	0	0	0	0
Ftsj3	1031	283	570	302	1069	397	615	770
Gdpd3	6	0	0	0	23	0	1	5
Tjap1	106	25	20	12	122	22	81	80
Mrps7	1055	185	271	156	1074	199	714	802
Stau2	45	10	18	10	54	13	24	46
Paqr5	1	1	0	0	1	0	1	1
Clasp1	229	120	205	117	246	174	157	196
Rbm10	122	16	26	9	145	15	93	117
Mrgprd	0	0	0	0	0	0	0	0
Slc41a3	12	6	13	6	16	14	13	7
Flot2	673	103	187	100	626	157	406	453
Ccnyl1	26	0	0	0	23	0	11	22
Ecm1	1244	1124	972	647	1200	690	960	1168
Cd82	1530	464	827	636	1617	604	986	1197
Anks1	369	54	114	68	323	101	221	278
Syt6	2	0	0	0	1	0	0	1
Dnmt3a	260	23	48	17	307	22	171	198
Mpv17l	992	82	152	75	776	141	403	440
Pde4dip	1582	585	881	459	1514	618	1001	1217
Pomgnt2	53	11	8	5	45	4	36	26
Ankrd10	140	9	15	9	150	11	78	88
Nsg1	1	1	4	2	5	2	9	9
Prkar1b	4	1	1	1	1	1	5	5
Tmem159	16	3	5	1	22	2	14	16
Thumpd1	280	45	116	62	268	87	160	212
Brdt	14	4	7	4	15	1	18	28
Adgrv1	12	6	1	7	19	1	36	75
Ctu1	89	8	22	10	69	17	46	67
Cpa5	0	0	1	0	0	0	0	0
Ube2m	610	267	227	142	586	219	395	514
Ccdc136	0	1	0	1	0	0	1	1
Mrps35	459	131	382	201	433	316	215	333
Gpr84	2	0	0	1	2	0	2	2
Eva1a	2235	281	623	300	2313	308	1646	2377
Pcdhgb8	1	0	0	0	1	0	0	1
Tmem141	235	33	28	12	246	22	166	195
Rsph6a	0	0	0	0	0	0	0	0
Thy1	30	4	4	1	27	2	15	14
Thrb	612	117	154	98	477	126	414	554
Thpo	134	37	41	18	164	28	89	106
Adam17	445	108	142	113	408	121	296	341
Prap1	0	0	0	0	0	0	0	1
Uox	35605	7853	12971	9796	37329	9070	24779	39659
Patl2	0	0	0	0	1	0	0	0
Tmem86a	111	29	40	16	134	15	86	90
Plce1	115	25	36	17	91	27	67	88
Gpr21	2	0	0	0	0	0	1	4
Olfr518	0	0	0	0	0	0	0	0
Olfr420	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0
Aknad1	0	0	0	0	0	1	0	0
Pde2a	332	147	233	100	282	143	265	315
Rhbdf2	220	46	75	24	235	55	103	106
Mtmr11	93	4	9	1	115	6	37	34
Rps27l	2235	484	528	544	2185	421	1438	2274
Ppa1	2975	777	1161	716	3131	1027	1696	1937
Mfap3l	5	1	1	0	3	0	7	6
Ifi30	140	60	80	63	173	65	120	133
Cpvl	0	0	0	0	0	0	0	0
Nipbl	680	163	328	226	558	296	470	597
Rbm12b1	42	20	9	8	57	10	43	44
1700029P11Rik	0	0	0	0	0	0	0	0
Defa29	0	0	0	0	0	0	0	0
Ascl5	0	0	0	0	0	0	0	0
Nox4	170	123	56	175	171	44	625	1007
Eral1	290	109	133	70	275	114	190	188
Insm2	0	0	0	0	0	0	0	0
Nqo2	1154	567	575	414	1143	423	849	1202
Angel2	345	30	65	49	315	42	175	228
Cpeb3	161	24	43	23	148	21	95	136
Armh3	132	58	103	42	120	75	71	90
Dhx30	475	142	184	80	481	132	325	308
Marchf1	31	7	10	14	25	4	20	31
Efemp2	15	16	17	11	21	7	18	30
Mmaa	321	54	97	62	359	67	234	307
Npy4r	0	0	0	0	0	0	0	0
Raet1b	0	0	0	0	0	0	0	0
Gpr12	19	0	0	0	24	0	9	3
Cstf2	244	67	141	59	233	101	160	181
Hap1	9	2	4	2	17	5	12	14
Gabra6	0	0	0	0	0	0	0	0
Ugt1a1	2268	677	613	493	2463	456	1755	2078
Ormdl2	417	106	82	70	405	70	388	319
Tec	321	57	42	50	285	66	239	281
Tom1	4	0	0	1	7	4	6	5
Sgpl1	877	366	440	326	843	323	763	789
Ang5	0	0	0	0	0	0	0	0
Hvcn1	9	8	7	2	12	7	10	5
1700109H08Rik	2	0	0	0	1	1	0	1
Nmrk2	0	0	0	0	0	0	0	0
Pi4k2b	748	56	103	45	726	70	528	623
Rtn4ip1	460	77	176	73	422	123	276	241
Sdr42e1	1932	451	688	252	1852	411	1132	1173
Ahctf1	1292	480	588	516	1160	561	1033	1267
Stk31	0	0	0	0	0	0	0	0
Ctrb1	846	3	2	1	0	1420	0	0
C330018D20Rik	261	17	22	14	290	9	139	143
Ankrd55	7	0	0	0	6	0	4	4
Sema3d	52	33	30	31	49	20	35	51
Wdr82	724	139	140	91	641	82	477	587
Slc6a19	2	0	2	0	0	0	0	0
4933430I17Rik	2	1	3	0	3	1	2	1
Dao	0	0	0	0	0	0	0	0
E2f3	123	15	30	6	136	24	54	82
Usp17lc	0	0	0	0	0	0	0	0
Zbtb39	154	15	19	12	145	16	102	104
Klkb1	5990	1636	1911	1708	5083	1749	4441	6080
Neurog1	0	0	0	0	0	0	0	0
Neurod2	0	0	0	0	1	0	0	0
Hspb1	116	59	230	76	118	115	98	95
Neb	210	31	57	36	412	53	219	390
Ptger3	1	0	0	0	1	1	1	1
Ptcra	0	0	0	0	0	0	0	0
Pstpip1	13	0	1	0	16	1	3	9
Scn1b	30	1	4	4	52	4	32	39
Slc20a1	466	35	122	47	563	63	184	365
Csnk1g2	1102	18	23	18	990	21	711	828
Olfr1333	0	0	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0	0	0
Zc2hc1c	56	18	22	19	42	17	34	45
Rap2c	501	45	83	33	459	62	316	372
Nkx2-3	1	0	0	0	0	0	2	2
Aplf	43	9	21	13	56	13	29	49
Fam13c	1	0	3	0	2	1	2	2
Tex33	0	0	0	1	0	0	0	0
Phospho2	492	57	44	34	419	57	312	373
Col20a1	15	0	0	0	14	1	4	14
Fgd6	726	161	149	124	592	117	635	722
Ccdc60	1	1	0	1	1	0	0	1
Trerf1	4	0	1	1	8	1	4	5
Ctnnd1	1866	1074	1616	887	1809	1188	1328	1446
Stxbp1	34	20	37	12	44	17	28	42
Zfp275	232	28	41	22	165	20	125	153
Acer2	279	14	25	11	265	23	143	208
Pdzd4	3	0	0	0	5	0	0	2
Matn4	0	0	0	0	0	0	0	0
Scn1a	0	0	0	0	0	0	0	0
Adh5	10088	2628	3599	2309	10390	2718	5941	8409
Tmcc2	40	16	17	8	61	8	24	27
Hnrnph3	80	63	112	55	107	92	78	71
Il1r1	1035	120	225	133	750	211	543	687
Gm3417	0	0	0	0	0	0	0	0
Odf2	148	30	103	28	173	48	71	76
Stx8	444	83	184	105	389	136	212	289
S100pbp	259	16	52	23	214	32	150	185
Nt5c3b	60	8	21	7	55	20	20	35
Gpr179	2	0	0	0	1	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0
Gtf2ird1	388	93	134	53	302	95	244	194
Zfp37	7	1	6	3	12	2	5	7
Pbx1	159	10	17	12	133	21	53	106
Lbx2	3	1	1	2	2	1	1	1
Lbx1	0	0	0	0	0	0	0	0
Lats1	450	100	161	73	404	122	297	367
Lat	15	0	0	0	10	1	3	4
Lasp1	1407	255	288	202	1505	245	1269	974
Laptm5	179	67	104	42	135	80	91	110
Ing1	135	13	28	12	151	8	88	122
Actn3	1	0	1	0	1	1	0	1
Slc9b1	0	0	0	0	1	0	0	0
Nalcn	1	0	0	0	2	0	1	0
Aadacl3	0	0	0	0	0	0	0	0
Bglap	0	0	0	0	0	0	0	0
Klk1b3	0	0	0	0	0	0	0	0
Cnga1	0	0	0	0	0	0	1	0
Ccr10	2	0	0	0	1	0	1	2
Ccr8	0	0	0	0	0	0	0	0
Ccr7	9	0	6	1	2	2	0	4
Clk4	591	73	86	59	480	73	297	439
Lta4h	703	280	722	261	751	444	380	504
Tmem116	3	0	0	0	0	0	2	1
Mast2	233	20	28	8	212	18	95	119
Pigv	144	15	24	14	127	17	75	73
Klrb1a	1	0	0	0	0	0	0	1
Cabyr	28	0	3	1	27	2	36	33
Mtif2	611	152	215	123	559	209	398	437
Blcap	315	13	11	4	324	5	273	227
Sgk1	230	115	234	103	320	108	197	247
Timp3	235	102	104	89	208	94	146	223
Sertad1	139	23	28	20	126	17	69	127
Bace1	363	18	33	13	359	27	248	282
Ash2l	279	74	170	77	256	109	158	191
Smarcal1	320	70	118	50	308	65	142	170
Dusp14	41	3	9	1	56	7	9	9
Cd248	10	5	9	4	7	4	4	4
Npy5r	0	0	0	0	0	0	0	0
Npy1r	1	0	0	1	1	0	2	1
Cbx5	495	53	147	84	497	106	331	417
Bclaf3	54	10	26	16	39	17	22	19
Zbtb3	6	1	2	1	8	1	0	5
Abcc8	0	0	0	0	0	0	0	0
4930583I09Rik	0	0	0	0	0	0	0	0
Nr6a1	157	7	3	2	130	8	114	133
Fut10	14	0	3	3	14	0	10	9
Tmem200a	0	0	1	0	0	0	0	1
Rgs7bp	6	0	3	0	12	2	8	5
Ak7	3	2	1	1	3	0	1	2
Pold3	139	27	40	15	127	17	71	80
Cds2	1731	395	483	175	1540	304	844	889
Armc9	89	53	76	28	86	55	58	45
Asb10	0	0	0	0	0	2	1	2
Ppp1r3c	1623	301	403	268	1713	257	1290	1586
Slc22a5	464	76	96	42	348	94	268	275
Dlk1	0	0	0	0	0	0	1	1
Slc7a7	40	13	17	15	54	9	17	38
Gm3500	0	0	0	0	0	0	0	0
Tcf7l2	177	64	140	63	171	93	116	152
Bcl2l2	581	7	13	4	541	6	303	368
Anxa4	1167	392	652	290	1150	418	673	805
Rgl1	214	77	151	79	227	115	150	193
Psme3	799	164	322	200	716	271	542	596
Tmem19	1141	751	668	544	818	549	1012	1208
Mrpl42	894	42	117	48	890	99	378	635
Herc4	1204	466	685	359	1226	559	728	891
Aup1	2233	185	365	206	2075	301	1223	1718
Hadhb	585	122	131	125	489	152	404	543
Agbl5	79	10	17	5	93	16	32	61
Pvr	104	19	18	24	91	8	84	134
Zmym2	447	93	215	88	423	155	239	406
Nol8	416	60	157	88	384	135	171	307
Anxa6	2397	1122	2364	1002	2348	1375	1319	1647
H60c	0	0	0	0	0	0	0	0
Sh3gl1	243	90	118	58	298	85	160	213
Cpt1c	12	0	1	0	5	0	1	3
Map2k7	529	114	136	106	565	114	311	415
Lrrc73	2	1	0	0	3	0	0	0
Zfp936	0	0	0	0	1	0	0	0
Cmip	315	133	197	91	287	120	203	247
Dpy30	456	44	120	42	491	63	253	295
Ect2	37	12	28	8	40	27	42	13
Rpl31	148	0	0	0	111	0	60	127
Insig2	8085	925	500	394	3929	798	5969	4237
Prl7c1	0	0	0	0	0	0	0	0
Cers3	0	0	0	0	1	0	0	0
Ldb2	42	7	21	18	43	16	38	44
Ncoa7	33	7	12	6	31	11	18	25
Cmah	1611	698	1008	569	1377	702	1475	1554
Vps13d	1468	514	781	404	1255	586	1012	1034
Adra2b	57	20	26	12	68	19	38	43
Zfp59	25	0	3	2	16	1	6	12
Commd6	577	215	190	106	560	124	340	432
Tmem42	114	1	0	2	91	4	49	89
Traf7	161	23	16	17	171	21	115	140
H2al2b	0	0	0	0	0	0	0	0
Vmn1r151	0	0	0	0	0	0	0	0
Mynn	196	36	64	28	195	42	106	139
Rab27b	16	2	4	4	15	2	13	13
Olfr1216	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0
Bmp3	1	1	0	0	2	2	0	0
Il6ra	573	166	158	169	547	146	401	596
Meis2	54	6	19	11	48	13	34	50
Kcnd1	1	0	1	0	2	0	1	1
Kcnc3	20	2	0	0	36	0	26	23
Tnfrsf18	10	0	0	0	6	0	4	4
Foxa3	942	310	341	173	900	203	805	910
Foxa1	314	48	110	51	260	79	172	158
Jpt1	174	19	31	18	193	23	79	122
Hmgcs2	28057	13635	16976	13022	25310	13995	23441	30554
Tnnc1	8	0	1	0	13	0	11	16
Klra6	0	0	0	0	0	0	0	0
Serpina3c	384	7	28	9	255	22	178	306
Klk1b8	0	0	0	0	0	0	0	0
Gsta1	450	0	17	0	610	17	2	6
Ankdd1a	0	0	0	0	0	0	0	0
St3gal2	22	1	3	4	24	1	15	20
Tbca	458	133	193	103	466	123	262	383
Pacsin3	657	144	232	119	848	164	495	509
Ush1c	1	0	1	0	1	0	1	1
Hp	47532	14934	25223	14412	46996	17668	21043	32103
Ceacam2	24	3	8	6	33	4	18	24
Slc25a4	101	39	45	23	91	27	75	87
Ang	1558	745	724	785	2086	407	1513	2846
Amy1	4802	1530	2496	1507	4890	1991	2288	3678
Bgn	723	705	809	444	677	581	607	612
Ctnnb1	5320	1939	2953	1474	4915	2025	3512	3823
Ctsl	12183	5915	9108	5194	13951	6111	7322	9514
Ctsd	8617	2863	3578	1961	9036	2576	4830	5788
Sec61g	57	16	14	12	42	13	52	42
Myh6	0	0	1	0	0	0	0	0
Pik3c2a	1057	234	420	251	918	389	723	759
Lpar5	2	1	1	0	5	1	2	5
Rnf20	497	205	417	240	593	320	362	399
Prxl2a	857	320	337	289	853	275	498	764
Rorb	1	0	1	0	2	0	0	0
Tbx2	33	6	13	7	34	8	17	22
Trpc5	0	0	0	0	0	0	0	0
Fam149b	279	13	30	12	260	13	136	205
Pus1	227	36	80	46	215	52	149	176
Aldh18a1	12	5	14	7	30	15	14	16
Gdi2	3119	1432	2107	1205	2854	1642	2063	2553
Drd4	0	0	0	0	0	0	0	0
Drd3	1	0	0	0	2	0	1	2
Dpep1	32	9	14	4	27	10	14	23
Pkib	10	4	5	3	14	0	13	5
Crx	0	0	0	0	0	0	0	0
Dmbt1	251	7	2	2	0	194	14	1
Epha6	0	0	0	0	0	0	0	0
Inka2	0	0	0	0	1	0	2	0
Rhot1	839	159	327	154	755	273	448	569
Ncmap	15	0	4	2	11	1	7	7
Cacfd1	241	55	46	22	250	28	222	195
Jarid2	155	27	57	28	143	42	84	77
St7l	346	132	155	110	318	130	242	276
Arhgap15	16	4	5	1	22	5	6	7
Mag	8	0	0	0	3	0	6	4
Zfp467	261	36	69	31	265	54	177	145
Ranbp17	1	0	1	1	3	1	0	1
Gm14391	0	0	0	0	0	0	0	0
Vmn2r89	0	0	0	0	0	0	0	0
Pecam1	395	124	149	98	419	150	203	214
Aldh1l1	26063	10532	17901	6782	26394	11049	13186	16017
Stk32c	2	2	2	0	6	1	3	7
Gm16430	0	0	0	0	0	0	0	0
Maf1	354	30	57	21	287	36	211	281
Lrrc63	1	0	0	0	0	2	0	0
Krt28	0	0	0	0	0	0	0	1
Aoc1	12	0	1	0	3	0	1	1
Itch	1158	322	534	292	1293	425	891	975
Slc30a6	286	98	137	97	262	91	164	206
Prmt1	250	58	79	45	268	76	162	207
Mpl	1	0	0	0	0	0	0	0
Rhbdl3	2	0	0	0	3	0	0	3
Lin54	188	24	49	26	153	47	101	138
Ifnz	0	0	0	0	0	0	0	0
Rpain	339	87	124	76	424	72	211	291
Arih2	610	42	36	35	489	46	360	521
Osbpl3	192	1	55	2	166	49	13	9
Cmtm7	57	5	6	5	51	2	28	38
Cbfa2t3	27	9	23	4	23	8	9	20
Senp6	792	113	220	111	750	163	477	710
Wdr18	984	486	573	262	995	362	613	684
Thap3	146	16	23	16	181	22	83	97
Mtpap	233	78	78	60	226	74	183	171
Ube2dnl2	0	0	0	0	0	0	0	0
Peli3	24	1	7	2	25	5	25	21
Gm5741	1	0	0	0	0	0	1	0
Defa35	0	0	0	0	0	0	0	0
Vmn1r90	0	0	0	0	0	0	0	0
Gm3139	0	0	0	0	0	0	0	0
Gm39653	0	0	0	0	0	0	0	0
Zfp169	24	11	8	5	26	10	15	23
Tmem241	86	3	21	6	73	6	49	40
Tcf20	455	54	64	45	347	54	225	337
Cacnb1	3	0	0	0	5	0	4	0
H2al1d	0	0	0	0	0	0	0	0
H2al1c	0	0	0	0	0	0	0	0
Podn	33	6	10	6	30	14	18	17
Acr	0	0	0	0	0	0	0	0
Crhr1	0	0	0	0	0	0	0	0
Asgr2	4289	1547	3576	1631	4720	2778	1887	2505
Tet3	274	14	30	17	293	21	147	176
Arhgap33	5	0	0	0	6	1	2	3
Nrap	1	0	3	0	4	1	0	2
1700012B07Rik	0	0	0	0	0	0	0	0
Hoxc5	0	0	0	0	0	0	0	0
Pianp	1	0	0	0	4	1	1	0
Lpar6	560	111	73	61	568	89	445	417
Rae1	237	93	122	78	199	101	122	205
4931406C07Rik	3973	1031	1595	717	3001	1150	2272	2826
Cnep1r1	540	93	118	45	430	64	284	328
Snx16	113	24	45	13	94	27	51	84
Spata17	6	0	4	0	8	2	1	1
Tbc1d30	158	40	42	35	120	44	140	137
Asnsd1	827	37	86	32	756	36	434	558
Kptn	224	126	166	73	213	99	156	195
F9	3382	1702	1938	1210	3080	1574	2005	2697
Ankra2	215	18	45	19	194	22	120	158
Capzb	1173	446	788	532	1118	645	660	877
Nf2	292	22	44	12	261	26	205	247
